"","key","age_upon_intake","animal_id.x","animal_type.x","breed.x","color.x","Intake_Date","found_location","intake_condition","intake_type","name.x","sex_upon_intake","rank.x","age_upon_outcome","animal_id.y","animal_type.y","breed.y","color.y","date_of_birth","Outcome_Date","name.y","outcome_subtype","outcome_type","sex_upon_outcome","rank.y"
"1064","A555168.1","10 years","A555168","Dog","Miniature Schnauzer/Wire Hair Fox Terrier","Black/Tan","2018-02-26T13:12:00.000","Parkfield Drive And Woodfield in Austin (TX)","Normal","Stray","Lulu","Spayed Female",1,"10 years","A555168","Dog","Miniature Schnauzer/Wire Hair Fox Terrier","Black/Tan","2007-09-11T00:00:00","2018-02-27T18:52:00","Lulu","","Return to Owner","Spayed Female",1
"1065","A555265.1","6 years","A555265","Cat","Domestic Longhair Mix","Torbie","2016-03-03T19:21:00.000","Austin (TX)","Normal","Stray","Freya","Spayed Female",1,"6 years","A555265","Cat","Domestic Longhair Mix","Torbie","2009-07-26T00:00:00","2016-03-09T11:11:00","Freya","","Missing","Spayed Female",1
"1066","A555376.1","7 years","A555376","Dog","Labrador Retriever/Pit Bull","Brown Brindle","2016-03-13T12:28:00.000","Brodie Ln And Gatling Gun Ln in Austin (TX)","Normal","Stray","Luna","Spayed Female",1,"7 years","A555376","Dog","Labrador Retriever/Pit Bull","Brown Brindle","2008-09-14T00:00:00","2016-03-14T16:02:00","Luna","","Return to Owner","Spayed Female",1
"1067","A555413.1","8 years","A555413","Dog","Dachshund Mix","Brown","2015-06-04T11:35:00.000","3700 Manchaca Rd in Austin (TX)","Normal","Stray","Peewee","Neutered Male",1,"8 years","A555413","Dog","Dachshund Mix","Brown","2007-05-18T00:00:00","2015-06-04T16:46:00","Peewee","","Return to Owner","Neutered Male",1
"1068","A555413.2","9 years","A555413","Dog","Dachshund Mix","Brown","2016-10-13T18:34:00.000","3707 Manchaca Rd in Austin (TX)","Normal","Stray","Peewee","Neutered Male",2,"9 years","A555413","Dog","Dachshund Mix","Brown","2007-05-18T00:00:00","2016-10-14T16:36:00","Peewee","","Return to Owner","Neutered Male",2
"1069","A555446.1","5 years","A555446","Dog","Rat Terrier Mix","Brown/White","2014-06-27T13:06:00.000","Hargrave And Neal in Austin (TX)","Injured","Stray","Boo","Neutered Male",1,"5 years","A555446","Dog","Rat Terrier Mix","Brown/White","2009-05-14T00:00:00","2014-07-15T19:00:00","Boo","","Adoption","Neutered Male",1
"1070","A555557.1","9 years","A555557","Dog","Beagle","Tricolor","2014-09-20T11:27:00.000","4711 Sara Drive in Austin (TX)","Normal","Stray","Cookie","Spayed Female",1,"9 years","A555557","Dog","Beagle","Tricolor","2005-02-01T00:00:00","2014-09-20T18:39:00","Cookie","","Return to Owner","Spayed Female",1
"1071","A555643.1","4 years","A555643","Cat","Domestic Shorthair Mix","Orange Tabby","2014-08-09T11:33:00.000","Austin (TX)","Normal","Owner Surrender","Lucy","Spayed Female",1,"5 years","A555643","Cat","Domestic Shorthair Mix","Orange Tabby","2009-08-15T00:00:00","2014-09-01T13:35:00","Lucy","","Adoption","Spayed Female",1
"1072","A555743.1","7 years","A555743","Dog","Pug","Tan/Black","2013-12-11T12:50:00.000","Austin (TX)","Normal","Owner Surrender","Pearly","Spayed Female",1,"7 years","A555743","Dog","Pug","Tan/Black","2006-06-06T00:00:00","2013-12-11T16:11:00","Pearly","Partner","Transfer","Spayed Female",1
"1073","A555945.1","8 years","A555945","Dog","Yorkshire Terrier Mix","Black/Brown","2017-11-12T17:23:00.000","Austin (TX)","Normal","Stray","Ralph-E","Intact Male",1,"8 years","A555945","Dog","Yorkshire Terrier Mix","Black/Brown","2009-06-18T00:00:00","2017-11-13T18:20:00","Ralph-E","","Return to Owner","Intact Male",1
"1074","A556062.1","6 years","A556062","Dog","Doberman Pinsch","Black/Brown","2014-05-15T17:28:00.000","11317 Cameron Rd in Austin (TX)","Normal","Stray","Snoop","Neutered Male",1,"6 years","A556062","Dog","Doberman Pinsch","Black/Brown","2008-03-20T00:00:00","2014-05-26T14:15:00","Snoop","Partner","Transfer","Neutered Male",1
"1075","A556234.1","8 years","A556234","Dog","Pit Bull Mix","Tan/White","2016-09-25T14:03:00.000","Austin (TX)","Normal","Public Assist","Thomas","Intact Male",1,"8 years","A556234","Dog","Pit Bull Mix","Tan/White","2008-06-21T00:00:00","2016-10-01T14:26:00","Thomas","","Return to Owner","Intact Male",1
"1076","A556525.1","7 years","A556525","Dog","Cocker Spaniel Mix","Black","2016-06-17T17:39:00.000","Austin (TX)","Normal","Owner Surrender","Tito","Neutered Male",1,"7 years","A556525","Dog","Cocker Spaniel Mix","Black","2009-04-24T00:00:00","2016-06-24T13:14:00","Tito","Partner","Transfer","Neutered Male",1
"1077","A556644.1","7 years","A556644","Dog","Beagle","Tricolor","2016-05-25T18:23:00.000","5907 Camino Seco in Austin (TX)","Normal","Stray","Ella","Spayed Female",1,"7 years","A556644","Dog","Beagle","Tricolor","2008-11-30T00:00:00","2016-05-25T19:21:00","Ella","","Return to Owner","Spayed Female",1
"1078","A556804.1","11 years","A556804","Cat","Domestic Shorthair Mix","Black/White","2013-11-30T12:19:00.000","Austin (TX)","Normal","Owner Surrender","Kathy","Spayed Female",1,"11 years","A556804","Cat","Domestic Shorthair Mix","Black/White","2002-02-05T00:00:00","2013-11-16T16:38:00","Kathy","","Adoption","Spayed Female",1
"1079","A557226.1","6 years","A557226","Dog","Labrador Retriever Mix","White/Tan","2016-07-28T10:18:00.000","Pflugerville (TX)","Normal","Owner Surrender","Noah","Neutered Male",1,"6 years","A557226","Dog","Labrador Retriever Mix","White/Tan","2009-10-01T00:00:00","2016-07-30T14:11:00","Noah","","Return to Owner","Neutered Male",1
"1080","A557260.1","10 years","A557260","Dog","Rat Terrier Mix","White/Tan","2014-12-12T10:57:00.000","407 Meadow Lea Dr in Austin (TX)","Normal","Public Assist","Pinto","Neutered Male",1,"10 years","A557260","Dog","Rat Terrier Mix","White/Tan","2004-10-02T00:00:00","2014-12-17T07:55:00","Pinto","","Return to Owner","Neutered Male",1
"1081","A557678.1","7 years","A557678","Dog","Chihuahua Shorthair Mix","White/Tan","2014-08-04T13:50:00.000","11405 Darrin Ln in Travis (TX)","Normal","Stray","Wendy","Spayed Female",1,"7 years","A557678","Dog","Chihuahua Shorthair Mix","White/Tan","2006-10-06T00:00:00","2014-08-15T18:34:00","Wendy","","Return to Owner","Spayed Female",1
"1082","A557678.2","8 years","A557678","Dog","Chihuahua Shorthair Mix","White/Tan","2015-04-21T14:28:00.000","11405 Darrin Ln in Travis (TX)","Normal","Public Assist","Wendy","Spayed Female",2,"8 years","A557678","Dog","Chihuahua Shorthair Mix","White/Tan","2006-10-06T00:00:00","2015-05-10T14:35:00","Wendy","Partner","Transfer","Spayed Female",2
"1083","A557843.1","6 years","A557843","Cat","Domestic Shorthair Mix","Blue/White","2016-02-14T15:53:00.000","Austin (TX)","Normal","Owner Surrender","Diego","Neutered Male",1,"7 years","A557843","Cat","Domestic Shorthair Mix","Blue/White","2009-08-02T00:00:00","2016-10-20T12:51:00","Diego","Foster","Adoption","Neutered Male",1
"1084","A558004.1","13 years","A558004","Dog","Australian Cattle Dog","White/Black","2017-11-11T17:03:00.000","Bee Caves Road @ Hwy 71 in Travis (TX)","Normal","Stray","Lacy","Spayed Female",1,"13 years","A558004","Dog","Australian Cattle Dog","White/Black","2004-10-09T00:00:00","2017-11-13T12:18:00","Lacy","","Return to Owner","Spayed Female",1
"1085","A558033.1","8 years","A558033","Dog","Labrador Retriever/American Pit Bull Terrier","Red/White","2014-02-23T15:57:00.000","Brackenridge & Outfitter Dr in Austin (TX)","Normal","Stray","Beau","Neutered Male",1,"8 years","A558033","Dog","Labrador Retriever/American Pit Bull Terrier","Red/White","2005-10-09T00:00:00","2014-06-22T18:48:00","Beau","","Adoption","Neutered Male",1
"1086","A558033.2","9 years","A558033","Dog","Labrador Retriever/American Pit Bull Terrier","Red/White","2014-10-25T12:10:00.000","Outside Jurisdiction","Normal","Stray","Beau","Neutered Male",2,"9 years","A558033","Dog","Labrador Retriever/American Pit Bull Terrier","Red/White","2005-10-09T00:00:00","2014-10-25T17:27:00","Beau","","Return to Owner","Neutered Male",2
"1087","A558062.1","6 years","A558062","Dog","Pit Bull Mix","Brown/White","2015-07-31T00:28:00.000","1200 Vargas Rd in Austin (TX)","Normal","Stray","Tiger","Intact Male",1,"6 years","A558062","Dog","Pit Bull Mix","Brown/White","2008-10-09T00:00:00","2015-08-06T18:04:00","Tiger","","Return to Owner","Neutered Male",1
"1088","A558118.1","5 years","A558118","Dog","Pit Bull Mix","White/Black","2015-03-08T21:59:00.000","Bouldin Ave & W Live Oak St in Austin (TX)","Normal","Stray","Dustie","Spayed Female",1,"5 years","A558118","Dog","Pit Bull Mix","White/Black","2009-09-25T00:00:00","2015-03-09T18:45:00","Dustie","","Return to Owner","Spayed Female",1
"1089","A558166.1","9 years","A558166","Dog","Siberian Husky","Red/White","2014-12-17T16:14:00.000","Hwy 620 And Anderson Mill in Austin (TX)","Normal","Stray","Foxie","Spayed Female",1,"9 years","A558166","Dog","Siberian Husky","Red/White","2005-10-17T00:00:00","2014-12-19T17:45:00","Foxie","","Return to Owner","Spayed Female",1
"1090","A558182.1","7 years","A558182","Cat","Domestic Longhair Mix","Black","2017-01-28T11:17:00.000","Austin (TX)","Normal","Owner Surrender","*Mc","Neutered Male",1,"7 years","A558182","Cat","Domestic Longhair Mix","Black","2009-07-31T00:00:00","2017-02-11T16:43:00","*Mc","","Adoption","Neutered Male",1
"1091","A558397.1","12 years","A558397","Dog","Labrador Retriever Mix","Black","2017-08-09T16:20:00.000","104 Florence Drive in Austin (TX)","Normal","Owner Surrender","El Panteras","Intact Male",1,"12 years","A558397","Dog","Labrador Retriever Mix","Black","2005-08-09T00:00:00","2017-08-12T15:08:00","El Panteras","Partner","Transfer","Intact Male",1
"1092","A558438.1","5 years","A558438","Dog","Chinese Sharpei Mix","Tan/White","2014-02-06T11:14:00.000","3400 S Congress Ave in Austin (TX)","Normal","Stray","Sasha","Spayed Female",1,"5 years","A558438","Dog","Chinese Sharpei Mix","Tan/White","2008-12-19T00:00:00","2014-03-25T15:11:00","Sasha","Partner","Transfer","Spayed Female",1
"1093","A558438.2","5 years","A558438","Dog","Chinese Sharpei Mix","Tan/White","2014-03-29T17:05:00.000","Austin (TX)","Normal","Public Assist","Sasha","Spayed Female",2,"5 years","A558438","Dog","Chinese Sharpei Mix","Tan/White","2008-12-19T00:00:00","2014-04-09T14:18:00","Sasha","","Return to Owner","Spayed Female",2
"1094","A558444.1","8 years","A558444","Dog","Pit Bull","Blue/White","2018-03-04T14:17:00.000","Rutland And Metric in Austin (TX)","Normal","Stray","Harley","Spayed Female",1,"8 years","A558444","Dog","Pit Bull","Blue/White","2009-05-13T00:00:00","2018-03-07T10:11:00","Harley","","Return to Owner","Spayed Female",1
"1095","A558566.1","4 years","A558566","Dog","German Shepherd Mix","Tan/Black","2014-04-18T11:05:00.000","Del Valle (TX)","Normal","Public Assist","Honey","Spayed Female",1,"4 years","A558566","Dog","German Shepherd Mix","Tan/Black","2009-05-15T00:00:00","2014-04-28T13:54:00","Honey","","Return to Owner","Spayed Female",1
"1096","A558566.2","5 years","A558566","Dog","German Shepherd Mix","Tan/Black","2014-10-25T13:21:00.000","14950 Swiss Dr in Travis (TX)","Normal","Public Assist","Honey","Spayed Female",2,"5 years","A558566","Dog","German Shepherd Mix","Tan/Black","2009-05-15T00:00:00","2014-11-05T14:22:00","Honey","Aggressive","Euthanasia","Spayed Female",2
"1097","A558639.1","9 years","A558639","Cat","Domestic Shorthair Mix","Calico","2017-11-22T13:20:00.000","6301 West Slaughter Lane in Austin (TX)","Normal","Stray","Jesebel","Spayed Female",1,"9 years","A558639","Cat","Domestic Shorthair Mix","Calico","2008-11-22T00:00:00","2017-11-24T13:33:00","Jesebel","","Return to Owner","Spayed Female",1
"1098","A558754.1","8 years","A558754","Dog","Miniature Schnauzer","Gray","2015-07-06T09:42:00.000","13229 Briarcreek Loop in Manor (TX)","Sick","Public Assist","Angelo","Neutered Male",1,"8 years","A558754","Dog","Miniature Schnauzer","Gray","2006-10-15T00:00:00","2015-07-17T14:13:00","Angelo","","Return to Owner","Neutered Male",1
"1099","A559090.1","6 years","A559090","Dog","German Shepherd Mix","Brown/Black","2015-03-05T18:40:00.000","Austin (TX)","Normal","Public Assist","Lotto","Neutered Male",1,"6 years","A559090","Dog","German Shepherd Mix","Brown/Black","2009-03-05T00:00:00","2015-03-09T11:18:00","Lotto","","Return to Owner","Neutered Male",1
"1100","A559155.1","11 years","A559155","Dog","Shih Tzu","White/Brown","2018-03-28T09:55:00.000","Harris Branch Parkway And Parmer Lane in Austin (TX)","Normal","Stray","Bella","Spayed Female",1,"11 years","A559155","Dog","Shih Tzu","White/Brown","2007-03-28T00:00:00","2018-03-29T12:14:00","Bella","","Return to Owner","Spayed Female",1
"1101","A559229.1","8 years","A559229","Dog","Labrador Retriever/Rottweiler","Chocolate/Tan","2015-11-30T16:41:00.000","2702 E Cesar Chavez St in Austin (TX)","Normal","Stray","Duffy","Neutered Male",1,"8 years","A559229","Dog","Labrador Retriever/Rottweiler","Chocolate/Tan","2007-04-29T00:00:00","2015-12-01T18:25:00","Duffy","","Return to Owner","Neutered Male",1
"1102","A559229.2","9 years","A559229","Dog","Labrador Retriever/Rottweiler","Chocolate/Tan","2016-10-11T08:45:00.000","Slaughter Ln in Austin (TX)","Injured","Stray","Duffy","Neutered Male",2,"9 years","A559229","Dog","Labrador Retriever/Rottweiler","Chocolate/Tan","2007-04-29T00:00:00","2016-10-28T15:04:00","Duffy","","Return to Owner","Neutered Male",2
"1103","A559229.3","10 years","A559229","Dog","Labrador Retriever/Rottweiler","Chocolate/Tan","2017-08-02T13:24:00.000","W Slaughter Lane in Austin (TX)","Normal","Stray","Duffy","Neutered Male",3,"10 years","A559229","Dog","Labrador Retriever/Rottweiler","Chocolate/Tan","2007-04-29T00:00:00","2017-08-03T14:31:00","Duffy","","Return to Owner","Neutered Male",3
"1104","A559240.1","19 years","A559240","Dog","Miniature Poodle","White","2014-01-25T11:14:00.000","Austin (TX)","Aged","Euthanasia Request","Chikita","Spayed Female",1,"19 years","A559240","Dog","Miniature Poodle","White","1994-10-21T00:00:00","2014-01-25T12:02:00","Chikita","Suffering","Euthanasia","Spayed Female",1
"1105","A559331.1","10 years","A559331","Cat","American Shorthair Mix","White/Brown Tabby","2017-10-10T11:02:00.000","Manor (TX)","Injured","Owner Surrender","Kat","Neutered Male",1,"10 years","A559331","Cat","American Shorthair Mix","White/Brown Tabby","2006-10-22T00:00:00","2017-10-10T12:37:00","Kat","Suffering","Euthanasia","Neutered Male",1
"1106","A559477.1","7 years","A559477","Dog","English Bulldog","Tan/White","2015-10-31T15:11:00.000","4400 Quicksilver Blvd in Austin (TX)","Normal","Stray","Mento","Intact Male",1,"7 years","A559477","Dog","English Bulldog","Tan/White","2008-04-24T00:00:00","2015-11-12T18:04:00","Mento","Partner","Transfer","Intact Male",1
"1107","A559547.1","6 years","A559547","Dog","Beagle Mix","Tricolor","2015-06-18T15:19:00.000","Berkman/Broadmoor in Austin (TX)","Normal","Stray","Beagle","Neutered Male",1,"6 years","A559547","Dog","Beagle Mix","Tricolor","2009-04-25T00:00:00","2015-06-19T16:37:00","Beagle","","Return to Owner","Neutered Male",1
"1108","A559625.1","7 years","A559625","Dog","Labrador Retriever Mix","Black/White","2017-07-13T15:18:00.000","Old Manchaca Rd & Drew Ln in Austin (TX)","Normal","Stray","Rico","Neutered Male",1,"7 years","A559625","Dog","Labrador Retriever Mix","Black/White","2009-08-26T00:00:00","2017-07-13T18:43:00","Rico","","Adoption","Neutered Male",1
"1109","A559692.1","8 years","A559692","Dog","Rottweiler","Black/Tan","2014-02-12T21:02:00.000","10505 Scotland Well Dr. in Austin (TX)","Normal","Stray","*Cornelius","Neutered Male",1,"8 years","A559692","Dog","Rottweiler","Black/Tan","2005-11-01T00:00:00","2014-02-23T12:38:00","*Cornelius","","Adoption","Neutered Male",1
"1110","A559953.1","10 years","A559953","Dog","Labrador Retriever Mix","Black","2015-07-20T11:11:00.000","1414 Gorham Street in Austin (TX)","Normal","Stray","Midnight","Spayed Female",1,"10 years","A559953","Dog","Labrador Retriever Mix","Black","2004-10-31T00:00:00","2015-07-22T14:05:00","Midnight","","Return to Owner","Spayed Female",1
"1111","A559953.2","12 years","A559953","Dog","Labrador Retriever Mix","Black","2017-01-21T11:15:00.000","1411 Lance Way in Austin (TX)","Normal","Stray","Midnight","Spayed Female",2,"12 years","A559953","Dog","Labrador Retriever Mix","Black","2004-10-31T00:00:00","2017-01-25T11:12:00","Midnight","","Return to Owner","Spayed Female",2
"1112","A559953.3","12 years","A559953","Dog","Labrador Retriever Mix","Black","2017-01-27T00:55:00.000","1412 Lance Way in Austin (TX)","Normal","Stray","Midnight","Spayed Female",3,"12 years","A559953","Dog","Labrador Retriever Mix","Black","2004-10-31T00:00:00","2017-02-02T12:38:00","Midnight","","Return to Owner","Spayed Female",3
"1113","A559953.4","12 years","A559953","Dog","Labrador Retriever Mix","Black","2017-07-15T16:35:00.000","1102 Huntridge in Austin (TX)","Aged","Stray","Midnight","Spayed Female",4,"12 years","A559953","Dog","Labrador Retriever Mix","Black","2004-10-31T00:00:00","2017-09-05T13:59:00","Midnight","Foster","Adoption","Spayed Female",4
"1114","A559954.1","8 years","A559954","Dog","Labrador Retriever Mix","Black","2017-08-03T17:03:00.000","11602 Swearingen in Austin (TX)","Normal","Owner Surrender","Ruby","Spayed Female",1,"8 years","A559954","Dog","Labrador Retriever Mix","Black","2009-04-02T00:00:00","2017-09-05T13:59:00","Ruby","Foster","Adoption","Spayed Female",1
"1115","A560007.1","6 years","A560007","Dog","Miniature Schnauzer","Gray","2014-05-31T23:44:00.000","7710 Hardy Dr in Austin (TX)","Normal","Stray","Alfie","Neutered Male",1,"6 years","A560007","Dog","Miniature Schnauzer","Gray","2007-10-31T00:00:00","2014-06-01T18:50:00","Alfie","","Return to Owner","Neutered Male",1
"1116","A560007.2","9 years","A560007","Dog","Miniature Schnauzer","Gray","2017-03-20T18:12:00.000","11408 Toledo Dr in Austin (TX)","Normal","Stray","Alfie","Neutered Male",2,"9 years","A560007","Dog","Miniature Schnauzer","Gray","2007-10-31T00:00:00","2017-03-21T17:47:00","Alfie","","Return to Owner","Neutered Male",2
"1117","A560060.1","4 years","A560060","Cat","Domestic Shorthair Mix","Brown Tabby","2014-02-17T10:35:00.000","1611 Wethersfield Dr in Austin (TX)","Normal","Stray","Gary","Neutered Male",1,"4 years","A560060","Cat","Domestic Shorthair Mix","Brown Tabby","2009-08-06T00:00:00","2014-02-21T15:58:00","Gary","","Adoption","Neutered Male",1
"1118","A560146.1","7 years","A560146","Cat","Domestic Shorthair Mix","Blue Tabby/White","2017-07-19T12:08:00.000","Austin (TX)","Normal","Owner Surrender","Eno","Neutered Male",1,"7 years","A560146","Cat","Domestic Shorthair Mix","Blue Tabby/White","2009-10-28T00:00:00","2017-08-19T17:06:00","Eno","","Adoption","Neutered Male",1
"1119","A560226.1","10 years","A560226","Dog","Chihuahua Shorthair Mix","Tan/White","2017-09-23T19:06:00.000","2114 New Slaughter in Austin (TX)","Normal","Stray","Vinny","Neutered Male",1,"10 years","A560226","Dog","Chihuahua Shorthair Mix","Tan/White","2006-11-04T00:00:00","2017-09-24T14:25:00","Vinny","","Return to Owner","Neutered Male",1
